Дата,Сумма
2024-01-06,61908.27
2024-01-23,34176.65
2024-01-01,56558.03
2024-01-13,20158.69
2024-01-10,22918.96
2024-01-04,42237.78
2024-01-19,92756.57
2024-01-29,97403.43
2024-01-02,44679.9
2024-01-09,70240.5
2024-01-08,18785
2024-01-29,19835.9
2024-01-27,6218.55
2024-01-16,52065.19
2024-01-04,73326.12
2024-01-29,79091.22
2024-01-22,99262.73
2024-01-29,65754.1
2024-01-09,8599.17
2024-01-10,65537.57
2024-01-07,11988.16
2024-01-07,26261.33
2024-01-29,34566.35
2024-01-24,83735.17
2024-01-04,31767.99
2024-01-06,93798.86
2024-01-07,54880.23
2024-01-01,51759.79
2024-01-29,973.17
2024-01-13,94246.13
2024-01-29,92455.92
2024-01-14,99450.67
2024-01-07,94087.01
2024-01-19,6120.22
2024-01-29,16314.39
2024-01-14,2732.17
2024-01-19,11947.25
2024-01-11,81153.54
2024-01-12,13543.1
2024-01-28,24229.28
2024-01-07,22151.6
2024-01-04,44453.34
2024-01-08,915.19
2024-01-05,86785.17
2024-01-09,14769.61
2024-01-24,74040.18
2024-01-02,99141.86
2024-01-18,27876.07
2024-01-18,60240.95
2024-01-12,65601.83
2024-01-17,17185.53
2024-01-02,80190.24
2024-01-21,27434.03
2024-01-28,57733.47
2024-01-10,3367.28
2024-01-22,84213.57
2024-01-02,11073.92
2024-01-02,82590.39
2024-01-07,10860.53
2024-01-02,26607.56
2024-01-29,34383.9
2024-01-21,4374.87
2024-01-05,80133.64
2024-01-11,4995.66
2024-01-13,54368.45
2024-01-26,38305.5
2024-01-21,8260.15
2024-01-26,22443.55
2024-01-07,41416.05
2024-01-02,77311.2
2024-01-10,45255.43
2024-01-24,25361.28
2024-01-08,55363.67
2024-01-18,83412.21
2024-01-02,67541.2
2024-01-02,22516.21
2024-01-08,59132.59
2024-01-18,64043.1
2024-01-12,75157.62
2024-01-07,88690.56
2024-01-21,2734.14
2024-01-18,60064.49
2024-01-22,5292.69
2024-01-16,72540.08
2024-01-12,45503.01
2024-01-21,98231.49
2024-01-29,41036.93
2024-01-13,38884.57
2024-01-17,92127.28
2024-01-07,72835.37
2024-01-03,10828.44
2024-01-13,48995.03
2024-01-16,45431.27
2024-01-25,52705.1
2024-01-13,95571.4
2024-01-30,49374.91
2024-01-04,63301.63
2024-01-24,28940.3
2024-01-03,26238.02
2024-01-08,82955.15
2024-01-08,9888.71
2024-01-27,85607.39
2024-01-21,20425.19
2024-01-23,51227.26
2024-01-02,29133.58
2024-01-16,15676.16
2024-01-21,44979.76
2024-01-04,2457.38
2024-01-12,55966.92
2024-01-10,57649.11
2024-01-22,8543.66
2024-01-06,68068
2024-01-12,58246.15
2024-01-31,52848.5
2024-01-23,34276.66
2024-01-29,29942.66
2024-01-23,12407.99
2024-01-01,59833.7
2024-01-29,52801.33
2024-01-11,94773.57
2024-01-08,90313.75
2024-01-24,14724.18
2024-01-28,31191.41
2024-01-10,73223.47
2024-01-19,34560.46
2024-01-17,86688.81
2024-01-11,45133.6
2024-01-29,51719.97
2024-01-01,11026.07
2024-01-17,22727.36
2024-01-25,2298.8
2024-01-17,86203.49
2024-01-30,24047.37
2024-01-19,45870.16
2024-01-09,61919.25
2024-01-02,77818.65
2024-01-07,43951.67
2024-01-13,51909.4
2024-01-23,42291.84
2024-01-04,11723.99
2024-01-29,82245.58
2024-01-20,64272.4
2024-01-07,86066.95
2024-01-13,11507.72
2024-01-02,70633.05
2024-01-14,56923.73
2024-01-13,29150.77
2024-01-25,79819.87
2024-01-01,60157.55
2024-01-16,40246.35
2024-01-27,80138.57
2024-01-27,43073.55
2024-01-22,51305.19
2024-01-09,15582.09
2024-01-06,60688.9
2024-01-04,51259.36
2024-01-25,58864.46
2024-01-11,18212.54
2024-01-04,98770.63
2024-01-20,24480.42
2024-01-14,29202.36
2024-01-11,30270.4
2024-01-04,75875.95
2024-01-16,65949.68
2024-01-10,24376.92
2024-01-26,86996.45
2024-01-24,91540
2024-01-01,66600.06
2024-01-25,86471.03
2024-01-25,90999.04
2024-01-30,21449.14
2024-01-28,10998.68
2024-01-13,48134.76
2024-01-15,37223.22
2024-01-06,59007.26
2024-01-12,66701.19
2024-01-08,19182.27
2024-01-07,27921.11
2024-01-02,52127.59
2024-01-17,22520.74
2024-01-11,27890.91
2024-01-12,3471.61
2024-01-10,35923.15
2024-01-26,96724.1
2024-01-20,47658.02
2024-01-26,44816.91
2024-01-24,96812.79
2024-01-27,24619.7
2024-01-02,33784.7
2024-01-05,27040.65
2024-01-03,20079.04
2024-01-06,48636.92
2024-01-11,96730.45
2024-01-16,9858.3
2024-01-30,99200.93
2024-01-28,8967.11
2024-01-10,96788.63
2024-01-02,54183.3
2024-01-18,69636.5
2024-01-08,93447.47
2024-01-06,54525.75
2024-01-16,85616.46
2024-01-10,51465.03
2024-01-22,9362.3
2024-01-08,4874.11
2024-01-06,43606.23
2024-01-21,66746.91
2024-01-24,63142.21
2024-01-14,89032.04
2024-01-02,43465.97
2024-01-02,6068.38
2024-01-19,19023.23
2024-01-24,97919.96
2024-01-08,20496.25
2024-01-17,88112.3
2024-01-21,25035.21
2024-01-17,42798.36
2024-01-27,42552.5
2024-01-14,74141.76
2024-01-06,74788.28
2024-01-10,96619.02
2024-01-14,51311.15
2024-01-16,903.88
2024-01-24,70570.91
2024-01-30,19893.74
2024-01-10,88878.77
2024-01-13,685.42
2024-01-28,45039.88
2024-01-27,79356.54
2024-01-25,48800.18
2024-01-03,76412.83
2024-01-02,52943.19
2024-01-20,25391.46
2024-01-22,81764.47
2024-01-28,3994.17
2024-01-25,16326.58
2024-01-26,32161.07
2024-01-09,43312.98
2024-01-09,48487.11
2024-01-24,64411.06
2024-01-15,44484.48
2024-01-15,90074.7
2024-01-09,15256.36
2024-01-03,43939.04
2024-01-15,99326.19
2024-01-06,27736.83
2024-01-25,81747.62
2024-01-31,84822.92
2024-01-24,86641.06
2024-01-11,72213.58
2024-01-16,25304.05
2024-01-19,46105.88
2024-01-07,51314.11
2024-01-01,86387.22
2024-01-26,80535.11
2024-01-23,62043.31
2024-01-15,60115.09
2024-01-01,30170.7
2024-01-02,26079.57
2024-01-29,67603.64
2024-01-13,51821.15
2024-01-06,39184.46
2024-01-20,85612.22
2024-01-16,40740.78
2024-01-16,1126.63
2024-01-25,85909.78
2024-01-31,33776.55
2024-01-15,69878.5
2024-01-01,82642.23
2024-01-20,19062.9
2024-01-02,72529.87
2024-01-15,51156.78
2024-01-24,54625.78
2024-01-06,2687.61
2024-01-13,53848.3
2024-01-09,79881.52
2024-01-29,40458.09
2024-01-11,62215.35
2024-01-08,90449.39
2024-01-10,58375.78
2024-01-25,51358.2
2024-01-07,62524.39
2024-01-29,32902.69
2024-01-28,57677.43
2024-01-13,33136.08
2024-01-30,1696.52
2024-01-16,31711.37
2024-01-17,14520.68
2024-01-01,67859.64
2024-01-13,63895.99
2024-01-14,22255.12
2024-01-04,53402.92
2024-01-01,86598.96
2024-01-04,25832.62
2024-01-30,52986.25
2024-01-04,13926.96
2024-01-30,34135.45
2024-01-28,31748.64
2024-01-12,61827.06
2024-01-18,72049.43
2024-01-19,10168.81
2024-01-19,60924.73
2024-01-14,91341.45
2024-01-11,15028.29
2024-01-27,82788.82
2024-01-08,32940.7
2024-01-08,36531.9
2024-01-04,90034.67
2024-01-26,5655.1
2024-01-10,49361.23
2024-01-24,31136.93
2024-01-24,11933.85
2024-01-11,36011.74
2024-01-17,94754.84
2024-01-21,51435.37
2024-01-26,93843.57
2024-01-15,10129.8
2024-01-03,14761.45
2024-01-26,77454
2024-01-10,18584.63
2024-01-15,70909.74
2024-01-08,10125.09
2024-01-02,67705.37
2024-01-29,22943.43
2024-01-17,71705.44
2024-01-14,83188.28
2024-01-11,40118.74
2024-01-02,22988.65
2024-01-11,42918.93
2024-01-29,67127.87
2024-01-23,37747.94
2024-01-15,94202.31
2024-01-27,64352.4
2024-01-05,15591.96
2024-01-25,36767.55
2024-01-15,45134.25
2024-01-20,76045.53
2024-01-19,83801.42
2024-01-20,55590.87
2024-01-06,28235.46
2024-01-05,83073.2
2024-01-08,77347.15
2024-01-14,35007.43
2024-01-24,18568.08
2024-01-13,17899.89
2024-01-11,58248.86
2024-01-18,82981.01
2024-01-30,88183.06
2024-01-28,35643.28
2024-01-11,85948.98
2024-01-18,23151.41
2024-01-22,64702.99
2024-01-10,23891.77
2024-01-25,95094.42
2024-01-18,84648.09
2024-01-25,71067.84
2024-01-11,5997.54
2024-01-13,35916.04
2024-01-21,71102.38
2024-01-15,3990.77
2024-01-24,32110
2024-01-21,34569.37
2024-01-18,7217.11
2024-01-09,45648.82
2024-01-07,6501.4
2024-01-22,71185.28
2024-01-04,85126.4
2024-01-03,81196.94
2024-01-13,93192.11
2024-01-27,47730.63
2024-01-06,75766.4
2024-01-28,45759.44
2024-01-15,57482.58
2024-01-31,6625.68
2024-01-23,98100.3
2024-01-27,14822.34
2024-01-15,95446.05
2024-01-15,99559.12
2024-01-14,53018.95
2024-01-28,35476.59
2024-01-07,32882.89
2024-01-29,2345.6
2024-01-07,11967.18
2024-01-12,4198.03
2024-01-08,10468.37
2024-01-12,32070.55
2024-01-19,10107.93
2024-01-23,63897.89
2024-01-25,58474.37
2024-01-24,70916.47
2024-01-16,66376.13
2024-01-20,5878.64
2024-01-05,58938.67
2024-01-19,32396.73
2024-01-15,49260.88
2024-01-24,83174.47
2024-01-26,86388.06
2024-01-12,67250.57
2024-01-03,43987.06
2024-01-06,41669.36
2024-01-25,68361.68
2024-01-05,40870.85
2024-01-30,45378.35
2024-01-23,31648.34
2024-01-30,82719.9
2024-01-21,74616.44
2024-01-29,81271.87
2024-01-08,74266.78
2024-01-03,72846.29
2024-01-02,88931.41
2024-01-15,20342.27
2024-01-01,27651.05
2024-01-02,96309.73
2024-01-22,59109.68
2024-01-14,53313.05
2024-01-29,49071.4
2024-01-09,5295.66
2024-01-08,76490.59
2024-01-26,73677.24
2024-01-31,75607.4
2024-01-27,36585.66
2024-01-03,19970.27
2024-01-25,17201.46
2024-01-11,55502.74
2024-01-01,26413.31
2024-01-23,82105.31
2024-01-01,62348.57
2024-01-02,13689.6
2024-01-25,78503.16
2024-01-09,76123.11
2024-01-26,53067.53
2024-01-02,6071.07
2024-01-14,79901.58
2024-01-27,82802.31
2024-01-30,81557.07
2024-01-20,29121.63
2024-01-16,6647.13
2024-01-22,22066.25
2024-01-27,48615.55
2024-01-13,90313.97
2024-01-09,21565.67
2024-01-10,13405.35
2024-01-02,22218.48
2024-01-03,30660.71
2024-01-28,69952.54
2024-01-23,25498.41
2024-01-13,91926.07
2024-01-08,63289.1
2024-01-21,84702.71
2024-01-01,31776.83
2024-01-20,56653.1
2024-01-07,72359.95
2024-01-12,18249.67
2024-01-24,86004.13
2024-01-05,29369.27
2024-01-09,28068.28
2024-01-20,15745.72
2024-01-12,42120.43
2024-01-22,19696.42
2024-01-09,33510.94
2024-01-05,92204.25
2024-01-01,80837.77
2024-01-25,6311.72
2024-01-28,53386.75
2024-01-25,15286.3
2024-01-07,19963.68
2024-01-03,68648.11
2024-01-20,29604.2
2024-01-15,43244.68
2024-01-21,27661.45
2024-01-11,52113.63
2024-01-06,54282.75
2024-01-12,80140.95
2024-01-11,24503.8
2024-01-03,10071.35
2024-01-27,8397.12
2024-01-02,57941.05
2024-01-03,89647.76
2024-01-21,38028.87
2024-01-16,51397.17
2024-01-27,85845.26
2024-01-04,86813.52
2024-01-15,7951.57
2024-01-04,67304.07
2024-01-17,28267.63
2024-01-29,75589.5
2024-01-28,18256.19
2024-01-08,59932.58
2024-01-23,28654.4
2024-01-21,34922.38
2024-01-20,36320.91
2024-01-22,22049.52
2024-01-10,89974.97
2024-01-01,68950.83
2024-01-17,38107.61
2024-01-18,78537.46
2024-01-13,22902.29
2024-01-06,83830.13
2024-01-09,40872.64
2024-01-30,65948.91
2024-01-25,86214.04
2024-01-12,13676.05
2024-01-23,5756.9
2024-01-05,10420.45
2024-01-30,73923.05
2024-01-27,74993.52
2024-01-29,74821.61
2024-01-11,85757.18
2024-01-24,5016.55
2024-01-12,39916.2
2024-01-22,55441.37
2024-01-27,24918.26
2024-01-20,66606.34
2024-01-12,21064.13
2024-01-01,16542.54
2024-01-05,47400.12
2024-01-21,7972.9
2024-01-13,44041.85
2024-01-26,33212.7
2024-01-10,14515.4
2024-01-17,19176.54
2024-01-12,31078.98
2024-01-21,40761.64
2024-01-31,70164.77
2024-01-15,98477.54
2024-01-10,62762.79
2024-01-14,24335.74
2024-01-22,33167.34
2024-01-08,43981.98
2024-01-15,31458.34
2024-01-06,46911.08
2024-01-05,36057.52
2024-01-10,50188.32
2024-01-30,90952.87
2024-01-14,40708.87
2024-01-26,82928.77
2024-01-04,20084.23
2024-01-26,4783.84
2024-01-25,66658.61
2024-01-19,72227.26
2024-01-24,60982.12
2024-01-11,82992.11
2024-01-11,29540.99
2024-01-07,70832.72
2024-01-16,76928.94
2024-01-13,87189.48
2024-01-03,39283.8
2024-01-28,46596.74
2024-01-06,17986
2024-01-04,38708.2
2024-01-07,11458.85
2024-01-13,7870.22
2024-01-04,98613.13
2024-01-19,46942.59
2024-01-15,75465.59
2024-01-04,69811.44
2024-01-25,49201.52
2024-01-02,27983.54
2024-01-09,70129.29
2024-01-21,34326.85
2024-01-10,43213.54
2024-01-17,41226.53
2024-01-14,19913.96
2024-01-16,89567.1
2024-01-30,40293.58
2024-01-13,89130.13
2024-01-12,95526.61
2024-01-30,15026.43
2024-01-27,64682.96
2024-01-15,95497.2
2024-01-18,90126.72
2024-01-19,40236.93
2024-01-22,25558.39
2024-01-22,68817.91
2024-01-08,27705.01
2024-01-05,85095.09
2024-01-09,52660.25
2024-01-16,44997.93
2024-01-15,13409.58
2024-01-14,71841.28
2024-01-24,72046.64
2024-01-24,87659.25
2024-01-20,62221.52
2024-01-03,87456.44
2024-01-06,63584.52
2024-01-09,43522.98
2024-01-07,24815.5
2024-01-04,92260.15
2024-01-25,58533.77
2024-01-30,71388.52
2024-01-26,83992.73
2024-01-01,43519.15
2024-01-13,32597.12
2024-01-27,91664.37
2024-01-03,5531.83
2024-01-03,81316.79
2024-01-05,63249.63
2024-01-23,63516.77
2024-01-21,48516.52
2024-01-05,52364.22
2024-01-06,11394.46
2024-01-27,46080.56
2024-01-06,35219.54
2024-01-17,97231.98
2024-01-04,19678.11
2024-01-22,15327.58
2024-01-15,92486.14
2024-01-29,90466.21
2024-01-04,89703.66
2024-01-14,91613.07
2024-01-20,80037.2
2024-01-29,85041.25
2024-01-18,57732
2024-01-15,97807.7
2024-01-27,76810.69
2024-01-22,96295.67
2024-01-05,19533.39
2024-01-07,80522.42
2024-01-24,17946.11
2024-01-25,39876.44
2024-01-24,90823.27
2024-01-18,45187.5
2024-01-15,74980.47
2024-01-06,88082.28
2024-01-23,44043.8
2024-01-14,49691.94
2024-01-16,50665.67
2024-01-25,60587.91
2024-01-27,1431.41
2024-01-23,28073.92
2024-01-25,76333.53
2024-01-19,68236.01
2024-01-07,65981.98
2024-01-03,4273.98
2024-01-26,83458.95
2024-01-15,68893.62
2024-01-21,45098.97
2024-01-28,94117.18
2024-01-25,81178.86
2024-01-26,29868.34
2024-01-10,78124.55
2024-01-24,12523.41
2024-01-23,56294.02
2024-01-20,60392.04
2024-01-25,51527.23
2024-01-09,12525.78
2024-01-10,63599.37
2024-01-13,35302.17
2024-01-28,32367.32
2024-01-03,65126.72
2024-01-02,17501.71
2024-01-15,67367.82
2024-01-09,20717.44
2024-01-11,25687.52
2024-01-08,37280.05
2024-01-19,35291.13
2024-01-30,79411.48
2024-01-20,89043.74
2024-01-07,65986.16
2024-01-10,79426.87
2024-01-26,51589.11
2024-01-10,23928.08
2024-01-14,95968.44
2024-01-23,66670.15
2024-01-29,61592.27
2024-01-30,21912.83
2024-01-11,17546.19
2024-01-01,48269.41
2024-01-09,98315.36
2024-01-06,76994.82
2024-01-25,60498.57
2024-01-28,99505.22
2024-01-16,36681.33
2024-01-21,92821.41
2024-01-02,9243.8
2024-01-02,10302.02
2024-01-02,24045.1
2024-01-05,33537.98
2024-01-30,14407.68
2024-01-25,67260.92
2024-01-10,84988.46
2024-01-30,86249.57
2024-01-26,9646.83
2024-01-27,72758.93
2024-01-23,63262.12
2024-01-05,70410.66
2024-01-08,661.36
2024-01-19,12378.21
2024-01-20,58057.79
2024-01-18,4318.79
2024-01-25,66636.13
2024-01-04,77395.05
2024-01-23,8690.3
2024-01-13,89169.36
2024-01-25,4891.67
2024-01-18,50104.44
2024-01-10,8192.52
2024-01-18,6294.19
2024-01-08,18971.92
2024-01-01,75256.34
2024-01-28,94055.38
2024-01-15,70739.09
2024-01-12,83428.32
2024-01-08,93106.55
2024-01-29,5049.45
2024-01-23,57251.17
2024-01-15,49337.33
2024-01-02,3041.69
2024-01-12,62425.5
2024-01-08,72619.19
2024-01-01,63679.73
2024-01-24,4382.81
2024-01-18,96172.59
2024-01-18,85306.48
2024-01-17,4099.44
2024-01-22,96967.42
2024-01-19,46759.81
2024-01-21,77909.37
2024-01-16,32615.21
2024-01-13,24704.31
2024-01-04,46504.32
2024-01-30,9788.85
2024-01-26,28048.25
2024-01-04,30506.63
2024-01-21,15102.18
2024-01-12,64509.88
2024-01-22,88725.13
2024-01-15,31411.88
2024-01-23,54448.06
2024-01-24,54697.95
2024-01-30,42740.46
2024-01-27,89284.56
2024-01-04,39198.17
2024-01-25,71327.68
2024-01-23,9087.79
2024-01-25,81763.69
2024-01-18,45377.6
2024-01-17,92791.06
2024-01-24,82824.46
2024-01-17,32650.78
2024-01-24,51124.4
2024-01-14,20798.15
2024-01-26,67957.98
2024-01-26,64999.73
2024-01-14,86790.4
2024-01-14,1096.75
2024-01-15,1720.47
2024-01-05,28789.78
2024-01-19,70412.06
2024-01-18,46218.48
2024-01-06,11438.6
2024-01-02,8913.69
2024-01-09,59356.82
2024-01-24,74769.09
2024-01-16,67939.56
2024-01-10,47321.58
2024-01-25,55433.73
2024-01-09,80445.29
2024-01-11,65412.01
2024-01-03,99968.24
2024-01-23,85499.51
2024-01-28,43724.34
2024-01-16,96804.34
2024-01-16,75147.88
2024-01-14,72139.48
2024-01-11,83281.16
2024-01-09,90108.23
2024-01-23,37478.09
2024-01-28,70357.73
2024-01-24,67464.26
2024-01-24,7677.95
2024-01-23,81832.39
2024-01-20,41588.65
2024-01-15,6949.32
2024-01-15,70192.37
2024-01-29,4429.3
2024-01-08,83398.67
2024-01-25,17310.59
2024-01-16,3061.77
2024-01-09,66935.02
2024-01-28,10797.65
2024-01-15,78487.08
2024-01-19,99447.54
2024-01-12,11562.12
2024-01-11,76167.27
2024-01-02,31141.21
2024-01-13,52290.08
2024-01-04,44875.05
2024-01-29,84578.14
2024-01-20,16506.8
2024-01-04,42415.55
2024-01-03,56583.11
2024-01-07,15562.01
2024-01-04,42289.53
2024-01-25,59627.95
2024-01-23,62479.66
2024-01-30,12514.7
2024-01-18,64142.27
2024-01-28,5919.09
2024-01-13,47589.45
2024-01-15,62605.93
2024-01-05,52478.52
2024-01-03,27760.28
2024-01-25,30585.6
2024-01-08,49943.47
2024-01-28,56172.29
2024-01-15,76095.31
2024-01-03,69724.36
2024-01-22,90502.66
2024-01-10,32867.02
2024-01-12,90662.89
2024-01-07,25942.6
2024-01-21,69603.58
2024-01-26,59893.34
2024-01-08,71291.93
2024-01-18,96102.37
2024-01-23,71331.4
2024-01-31,5359.65
2024-01-04,92632.05
2024-01-18,62084.48
2024-01-14,8302.46
2024-01-25,5602.71
2024-01-13,89514.91
2024-01-09,50906.2
2024-01-15,58461.81
2024-01-23,36014.95
2024-01-22,58885.76
2024-01-24,12052.08
2024-01-16,16455.93
2024-01-20,5576.59
2024-01-30,76464.02
2024-01-02,8608.56
2024-01-14,96459.2
2024-01-24,63790.76
